r,ae,uc,bfd,stu,tn17,ccECP.S,ccECP
1.0,0.02025093813,0.02026823813,0.018100739106,0.019226539106,0.018559739106,0.019671739106,0.020877739106
1.1,-0.04115836187,-0.04116496187,-0.042819860894,-0.042024560894,-0.042605060894,-0.041643760894,-0.040749160894
1.2,-0.07618646187,-0.07619636187,-0.077444160894,-0.076873260894,-0.077385560894,-0.076553760894,-0.075879560894
1.3,-0.09436076187,-0.09436556187,-0.095315860894,-0.094884260894,-0.095344160894,-0.094627360894,-0.094104960894
1.4,-0.10177366187,-0.10177046187,-0.102508460894,-0.102154460894,-0.102569960894,-0.101959460894,-0.101542760894
1.5,-0.10236976187,-0.10235796187,-0.102948260894,-0.102630960894,-0.103007060894,-0.102494960894,-0.102151460894
1.6,-0.09872036187,-0.09869986187,-0.099193860894,-0.098888860894,-0.099230260894,-0.098806660894,-0.098514460894
1.7,-0.09252526187,-0.09249866187,-0.092925760894,-0.092620060894,-0.092931060894,-0.092585260894,-0.092330060894
