r,ae,uc,bfd,stu,ccECP.S,ccECP
1.2,-0.03861826187,-0.03849206187,-0.03398593393,-0.03766063393,-0.03942263393,-0.03953093393
1.3,-0.06149996187,-0.06137506187,-0.05690883393,-0.06035023393,-0.06219383393,-0.06242473393
1.4,-0.07283666187,-0.07270316187,-0.06822323393,-0.07153053393,-0.07341293393,-0.07373633393
1.5,-0.07660626187,-0.07645906187,-0.07193963393,-0.07517413393,-0.07707623393,-0.07746743393
1.6,-0.07545696187,-0.07529546187,-0.07071983393,-0.07393443393,-0.07583323393,-0.07627813393
1.7,-0.07117306187,-0.07100256187,-0.06636323393,-0.06958853393,-0.07147123393,-0.07196103393
1.8,-0.06497116187,-0.06479316187,-0.06009153393,-0.06335003393,-0.06520783393,-0.06573433393
